705, 684
596,100,568,119,550,121,534,116
477,126,509,146,551,154,581,191
480,198,424,218,393,212,374,214,334,205
517,228,536,227,551,248,560,246,578,226,637,244,678,234,690,237
559,305,530,302,517,296,502,304,489,303,477,311,467,310
18,341,31,354,62,365,76,362,87,388,177,437,201,458,237,471
131,359,266,356,487,406,518,407,559,417,584,411,607,417
311,541,339,534,401,540,443,538,456,542,488,538,516,557,538,553
260,406,268,416,289,402,311,412
