75, 72
32,4,31,5,31,6,31,7,31,8,32,9,33,10,33,11,33,12,33,13
46,6,45,7,45,8,44,9,43,10,42,10,41,9,40,9,39,9,38,9,37,10,36,11,35,12,34,13,33,13
14,13,15,14,16,15,16,16,16,17,16,18
52,16,51,16,50,16,49,16,48,16,47,17,47,18,47,19,46,20,46,21,45,22,45,23,44,24,44,25
5,20,5,21,6,22,7,22,8,22,9,21,10,22,11,22,12,22,13,21,14,21,15,20
71,26,70,26,69,26,68,26,67,26,66,26,65,26,64,27,63,27,62,27,61,27,60,27,59,28,58,27,57,28
59,33,59,32,58,31,58,30,57,29,57,28
13,34,14,35,15,36,16,37,17,38,17,39,18,40,18,41,19,42,19,43
6,46,7,46,8,45,9,44,10,43,11,43,12,43,13,43,14,44,15,43,16,43,17,43,18,44,19,43
71,48,70,47,69,46,68,45,67,45,66,45,65,44,64,44,63,44,62,43,61,43,60,43
20,50,21,49,21,48,21,47,22,46
37,54,38,54,39,54,40,54,41,53,42,52,43,51,44,52,45,52,46,52,47,52,48,51
54,67,54,66,53,65,53,64,53,63,52,62,52,61,52,60,51,59,51,58,51,57,51,56,50,55,50,54,49,53,49,52,48,51
33,13,32,14,31,14,30,15,29,15,28,16,28,17,27,18,27,19
16,18,17,18,18,18,19,17,20,17,21,17,22,17,23,18,24,19,25,20,26,19,27,19
16,18,16,19,15,20
27,19,28,20,29,21,30,21,31,21,32,21,33,22,34,22,35,23,36,23,37,22,38,23,39,24,40,25
15,20,16,21,17,22,18,23,19,24,20,25,21,26,22,27,23,27,24,27,25,27,26,27,27,27,28,27,29,27,30,28,31,28,32,28,33,28,34,28,35,28,36,28,37,28,38,27,39,26,40,25
40,25,41,25,42,25,43,25,44,25
44,25,44,26,45,27
45,27,46,28,47,28,48,28,49,28,50,27,51,26,52,26,53,26,54,26,55,27,56,27,57,28
45,27,44,28,44,29,44,30,44,31,44,32,45,33,45,34,46,35,47,36,48,37,48,38,49,39
49,39,50,39,51,39,52,40,53,40,54,40,55,41,56,42,57,42,58,42,59,42,60,43
49,39,49,40,49,41,48,42,48,43,47,44,46,45,46,46,46,47
19,43,20,44,21,45,22,46
60,43,60,44,60,45,60,46,59,47,58,47,57,47,56,48,55,49,54,49,53,49,52,48,51,48,50,49,50,50,49,51
22,46,23,45,24,45,25,46,26,46,27,46,28,46,29,46,30,46,31,46,32,47,33,47,34,46,35,46,36,47,37,47,38,47,39,47,40,47,41,47,42,47,43,47,44,47,45,47,46,47
46,47,46,48,47,49,48,50,49,51
48,51,49,51
