71, 69
46,6,45,7,45,8,44,9,44,10,45,11,46,12,47,12,48,13,49,13,50,14,51,15,52,15,53,15,54,15,55,15
7,7,8,8,8,9,9,10,10,11,10,12,11,13,12,14,13,15,14,16,15,17,16,17,17,17,18,17,19,17,20,18,20,19,20,20,20,21,20,22,20,23,20,24,20,25,20,26,19,27
57,12,56,13,55,14,55,15
48,20,47,20,46,21,45,22,44,23
38,21,39,21,40,21,41,21,42,22,43,22,44,23
67,24,66,24,65,24,64,24,63,24,62,24,61,23,60,22,59,21,59,20,58,19,57,18,56,17,55,16,55,15
4,36,5,36,6,36,7,37,8,38,9,39,10,40,11,40,12,40,13,40
61,42,60,42,59,42,58,42,57,42,56,42,55,41,54,42,53,42,52,41,51,41,50,41,49,41,48,41,47,40,46,40,45,39,44,38,43,37,42,36
54,56,53,55,52,55,51,55,50,55,49,54,48,55,47,54,46,54,45,54,44,54,43,55,42,56,41,56
41,57,41,56
44,23,44,24,45,25,45,26,45,27,45,28,44,29,43,30,43,31,43,32,43,33,43,34,43,35,42,36
42,36,41,36,40,36,39,37,38,37,37,37,36,38,35,38,34,38,33,37,32,37,31,37,30,37,29,37,28,36,27,36,26,36,25,36,24,37,23,37,22,38,21,38,20,38,19,38,18,37,17,37,16,37,15,37,14,38,14,39,13,40
13,40,14,41,15,42,16,42,17,43,18,44,19,44,20,45,21,45,22,45,23,46,24,47,25,48,26,49,27,50,28,50,29,51,30,52,31,52,32,53,33,54,34,54,35,54,36,54,37,54,38,54,39,54,40,55,41,56
