65, 61
41,5,40,6,40,7,39,8,39,9,40,10,41,10,42,11,43,11,44,12,44,13,44,14,44,15
52,9,51,9,50,10,49,11,48,12,47,13,46,14
30,18,31,18,32,18,33,18,34,19,35,19,36,19,37,19,38,19
61,23,60,23,59,23,58,23,57,23,56,23,55,22,54,22,53,21,52,20,52,19,52,18,51,17,50,17,49,16,48,16,47,15,46,14
15,27,15,28
53,39,52,38,51,38,50,38,49,38,48,38,47,38,46,38,45,38,44,37,43,38,42,37,41,37,40,37,39,37,38,36,38,35,38,34,37,33,36,33,35,34,34,35,33,35,32,35,31,34,30,33
33,41,34,42,34,43,34,44,35,45,36,46,36,47
46,50,45,49,44,49,43,49,42,49,41,49,40,49,39,49,38,49,37,48,36,47
46,14,45,15,44,15
44,15,43,16,42,17,41,17,40,17,39,18,38,19
38,19,38,20,38,21,38,22,38,23,37,24,37,25,36,26,35,27,34,28,34,29,33,30,32,31,31,32,30,33
15,28,15,29,16,30,17,31,18,31,19,32,20,33,21,34,22,34,23,33,24,33,25,32,26,31,27,32,28,32,29,32,30,33
15,28,14,28,13,29,12,30,11,31,11,32,11,33,11,34,11,35,12,36,13,37,14,38,15,39,16,39,17,40,18,41,19,42,20,43,21,43,22,44,23,44,24,44,25,45,26,46,27,47,28,47,29,47,30,48,31,49,32,49,33,49,34,49,35,48,36,47
