65, 77
24,8,23,9,22,10
20,11,21,10,22,10
61,13,60,13,59,13,58,13,57,14,56,13,55,13,54,13,53,13,52,13,51,13,50,13,49,12,48,11,47,10,46,9,45,10,44,10,43,10
35,15,35,14
16,19,15,18,14,17,13,17,12,17,11,17,10,18
6,21,6,20,7,19,8,18,9,18,10,18
48,21,47,20,46,20,45,20,44,20,43,20,42,20
5,28,6,28,7,28,8,28,9,28,10,27,10,26,11,25,11,24,10,23,10,22,10,21,10,20,10,19,10,18
61,29,60,28,59,28,58,28,57,28,56,28,55,28,54,28,53,28,52,28,51,28,50,28,49,28,48,27,47,27,46,27,45,28,44,29,43,30,42,30,41,30
23,38,24,39,25,40,26,41,27,42,28,42,29,41,30,41,31,42,32,43,33,44
4,41,5,41,6,41,7,40,8,40,9,40
61,50,60,49,59,49,58,49,57,48,56,48,55,48,54,49,53,49,52,49,51,49,50,49
37,52,37,53
51,60,50,59,49,58,48,57,48,56,47,55,47,54,47,53,46,52
61,64,60,64,59,64,58,64,57,65,56,66,55,66,54,66,53,67,52,67,51,68,50,69,49,69,48,70,47,71,46,71,45,72,44,72,43,73,42,73,41,73,40,73
33,68,34,67,34,66,35,65,35,64,35,63,35,62,35,61,35,60,35,59,35,58,35,57,35,56,35,55
22,10,23,11,24,12,25,13
32,10,33,9,33,8,34,7,34,6,34,5,35,4,36,4,37,4,38,4,39,4,40,4,41,5,41,6,42,7,43,8,43,9,43,10
32,10,33,11,34,12,34,13,35,14
32,10,31,11,30,12,29,13,28,12,27,12,26,13,25,13
43,10,42,11,41,12
41,12,41,13,41,14,41,15,42,16,42,17,41,18,42,19,42,20
41,12,40,12,39,12,38,12,37,13,36,14,35,14
25,13,25,14,25,15,24,16,23,17,22,18,22,19,22,20,22,21,22,22,22,23,23,24,23,25,24,26,24,27,24,28,24,29
42,20,41,21,40,22,40,23,40,24,40,25,40,26,40,27,40,28
40,28,41,29,41,30
40,28,39,28,38,27,37,27,36,27,35,27,34,27,33,27,32,27,31,28,30,29,29,28,28,28,27,29,26,29,25,29,24,29
24,29,23,30,22,31,21,31,20,31,19,32,18,32,17,33,16,34,15,34,14,34,13,35,12,35,11,36,10,37,9,38,9,39,9,40
41,30,41,31,41,32,41,33,42,34,42,35,42,36,41,37,40,37,39,38,38,39,38,40,37,41,37,42
9,40,10,41,11,42,12,43,13,44,14,44,15,45,16,46,17,47,18,47,19,48,20,49,21,49,22,50,23,50,24,50,25,51,26,52,27,51,28,50,29,49,30,48
37,42,38,43,39,44
37,42,36,42,35,42,34,43,33,44
33,44,32,45,31,46,30,47,30,48
39,44,40,43,41,42,42,42,43,42,44,42,45,42,46,43,47,44,48,45,49,46,49,47,49,48,50,49
39,44,39,45,40,46,40,47,41,48,41,49,41,50,42,51,42,52
30,48,31,49,32,50,33,51,33,52,33,53,34,54,35,55
50,49,49,50,48,50,47,50,46,51,46,52
42,52,43,52,44,52,45,52,46,52
42,52,41,53,41,54,40,55,39,55,38,54,37,53
37,53,36,54,35,55
