69, 67
65,8,64,9,63,10,62,11,61,11,60,11,59,11,58,10,57,10,56,10,55,10,54,10,53,10,52,10,51,10,50,10,49,10,48,9,47,8,46,8,45,9,45,10,44,11,43,12,42,13
4,19,5,19,6,19,7,19,8,18,9,17,10,17,11,17,12,18,13,19,14,20
13,23,13,22,14,21,14,20
65,26,64,26,63,26,62,26,61,26,60,25,59,25,58,25,57,25,56,25,55,25,54,26,53,25,52,25,51,25,50,25,49,25,48,25,47,25,46,25,45,26,44,27,43,28
4,38,5,37,6,37,7,37,8,37
32,40,33,41
42,42,42,41,41,40,41,39
65,46,64,45,63,45,62,44,61,43,60,43,59,44,58,44,57,44,56,45,55,45,54,45,53,45,52,45,51,46,50,46,49,45,48,44
25,47,25,48
39,63,39,62,38,61,38,60,37,59,37,58,37,57,36,56,36,55,36,54,35,53,34,52,34,51,34,50,34,49
42,13,42,14,42,15,42,16,42,17,42,18,41,19,40,20,40,21,39,22,39,23,38,24,37,25
42,13,41,13,40,13,39,12,38,12,37,12,36,12,35,12,34,12,33,12,32,12,31,12,30,11,29,11,28,11,27,11,26,12,26,13,26,14,26,15,25,16,25,17,25,18,25,19,24,20,24,21,23,22
14,20,15,20,16,19,17,18,18,19,19,20,20,21,21,22,22,22,23,22
23,22,23,23,24,24,24,25
24,25,25,25,26,26,27,27,28,27,29,27,30,27,31,27,32,26,33,26,34,26,35,26,36,25,37,25
24,25,24,26,24,27,23,28,22,29,21,29,20,30,19,31,18,31,17,32,16,33,15,33,14,33,13,33,12,33,11,34,10,35,9,36,8,37
37,25,38,26,39,27,40,28,41,28,42,28,43,28
43,28,43,29,44,30,45,31,46,32
46,32,47,33,48,34,49,35,50,36,50,37,50,38,50,39,50,40,49,41,48,42,48,43,48,44
46,32,45,33,45,34,45,35,44,36,43,37,42,38,41,39
8,37,8,38,9,39,10,40,11,41,12,41,13,42,14,42,15,43,16,43,17,44,18,44,19,45,20,45,21,46,21,47,21,48,22,49,23,50,24,49,25,48
41,39,40,39,39,39,38,39,37,40,36,40,35,40,34,40,33,41
33,41,33,42,33,43,34,44,34,45,35,46,35,47
48,44,47,45,46,45,45,46,44,47,43,47,42,48,42,49,42,50,41,51,40,50,39,49,38,49,37,48,36,47,35,47
35,47,34,48,34,49
25,48,26,48,27,48,28,49,29,49,30,49,31,50,32,50,33,49,34,49
